class,age,male,female
0,0 to 1,1013.74,854.45
1,1 to 5,3884.29,3268.27
10,10 to 15,4942.7,4573.77
15,15 to 20,5142.63,4899.15
20,20 to 25,5183.72,5029.74
25,25 to 30,5198.14,5016.84
30,30 to 35,5172.78,4844.15
35,35 to 40,4963.63,4441.32
40,40 to 45,4275.4,3994.24
45,45 to 50,3742.04,3555.48
5,5 to 10,4480.96,3984.01
50,50 to 55,3257.92,3339.65
55,55 to 60,3107.79,2913.56
60,60 to 65,2665.42,2431.03
65,65 to 70,1943.92,1762.41
70,70 to 75,1304.94,1257.33
75,75 to 80,805.72,750.41
80,80 and over,642.51,592.92
