class,age,male,female
0,0 to 1,1749.89,1625.79
1,1 to 5,6704.94,6218.63
10,10 to 15,8360.36,7959.48
15,15 to 20,7073.12,7043.05
20,20 to 25,6688.59,6673.34
25,25 to 30,6949.34,6635
30,30 to 35,6996.76,6964.65
35,35 to 40,7006.75,6621.19
40,40 to 45,6246.16,6146.13
45,45 to 50,5554.68,5409.66
5,5 to 10,8112.56,7555.24
50,50 to 55,4794.45,4831.47
55,55 to 60,4098.68,4372.65
60,60 to 65,3797.95,3919.2
65,65 to 70,2563.8,2786.71
70,70 to 75,1462.18,1899.42
75,75 to 80,777.72,1119.74
80,80 and over,648.71,880.71
