class,age,male,female
0,0 to 1,1105.1,1009.55
1,1 to 5,4234.34,3861.51
10,10 to 15,5675.88,5406.4
15,15 to 20,6377.02,6253.01
20,20 to 25,7026.91,6426.57
25,25 to 30,6819.23,6010.48
30,30 to 35,6254.01,5586.14
35,35 to 40,5734.01,5172.95
40,40 to 45,5013.74,4794.55
45,45 to 50,4538.84,4275.33
5,5 to 10,4925.92,4565.25
50,50 to 55,3819.56,3763.28
55,55 to 60,3447.05,3027.42
60,60 to 65,2598.66,2559.82
65,65 to 70,1966.96,1930.93
70,70 to 75,1196.72,1326.45
75,75 to 80,738.3,896.74
80,80 and over,655.14,733.8
