class,age,male,female
0,0 to 1,1187.35,1108.81
1,1 to 5,4549.5,4241.21
10,10 to 15,5273.3,4947
15,15 to 20,4859.13,4908.1
20,20 to 25,4991.17,5185.55
25,25 to 30,5246,4978.6
30,30 to 35,4976.03,4622.08
35,35 to 40,4578.91,4284.14
40,40 to 45,4126.49,4043.3
45,45 to 50,3799.42,3546.08
5,5 to 10,5451.55,5131.07
50,50 to 55,3154.56,3166.84
55,55 to 60,2747.08,2619.21
60,60 to 65,2215.74,2189.17
65,65 to 70,1500.44,1464.85
70,70 to 75,864.06,1028.37
75,75 to 80,490.73,583.29
80,80 and over,392.64,456.38
