class,age,male,female
0,0 to 1,922.82,848.22
1,1 to 5,3535.91,3244.43
10,10 to 15,4556.61,4390.06
15,15 to 20,5078.44,5072.92
20,20 to 25,4974.58,4430.14
25,25 to 30,4709.29,4118.51
30,30 to 35,4370.84,3969.2
35,35 to 40,4111.85,3693.37
40,40 to 45,3557.83,3421.55
45,45 to 50,3127.12,2974.53
5,5 to 10,3897.53,3608.93
50,50 to 55,2750.56,2853.12
55,55 to 60,2575.4,2639.37
60,60 to 65,2474.67,2365.47
65,65 to 70,1871.22,1748.31
70,70 to 75,1126.58,1170.05
75,75 to 80,605.64,680.49
80,80 and over,532.8,605.37
