class,age,male,female
0,0 to 1,1099.48,1037.11
1,1 to 5,4212.83,3966.95
10,10 to 15,5134.89,4910.77
15,15 to 20,4330.35,4402.23
20,20 to 25,4131.23,4176.43
25,25 to 30,4236.86,4011.39
30,30 to 35,4110.35,4106.69
35,35 to 40,3934.78,3755.07
40,40 to 45,3540.69,3641.53
45,45 to 50,3302.74,3177.46
5,5 to 10,4846.81,4698.54
50,50 to 55,2755.18,2934.75
55,55 to 60,2475.77,2690.45
60,60 to 65,2650.7,2782.96
65,65 to 70,1719.36,1880.87
70,70 to 75,960.34,1216.08
75,75 to 80,476.9,743.33
80,80 and over,428.9,652.08
