class,age,male,female
0,0 to 1,589.04,531.69
1,1 to 5,2256.98,2033.72
10,10 to 15,3326.92,3070.82
15,15 to 20,3418.79,3341.46
20,20 to 25,3826.23,3639.16
25,25 to 30,3794.51,3633.74
30,30 to 35,3585.05,3352.92
35,35 to 40,3386.65,3197.11
40,40 to 45,3104.11,2950.61
45,45 to 50,2781.86,2632.78
5,5 to 10,2839.14,2537.35
50,50 to 55,2398.62,2359.34
55,55 to 60,2086.33,2005.36
60,60 to 65,1747.31,1608.45
65,65 to 70,1354.27,1332.51
70,70 to 75,969.38,1048.2
75,75 to 80,703.91,714.41
80,80 and over,557.33,598.74
