class,age,male,female
0,0 to 1,1588.28,1479.43
1,1 to 5,6085.71,5658.81
10,10 to 15,7337.94,6950.17
15,15 to 20,6116.5,6434.74
20,20 to 25,5876.23,6360.82
25,25 to 30,6191.71,6071.38
30,30 to 35,5716.6,5822.64
35,35 to 40,5549.52,5735.75
40,40 to 45,5184.01,5340.88
45,45 to 50,4613.72,4610.12
5,5 to 10,8444.08,7946.32
50,50 to 55,3785.28,3989.53
55,55 to 60,2901.44,3193.75
60,60 to 65,2423.21,3330.52
65,65 to 70,1725,2381.84
70,70 to 75,820.44,1348.13
75,75 to 80,345.19,573.26
80,80 and over,280.41,468.03
