class,age,male,female
0,0 to 1,1492.8,1328.44
1,1 to 5,5719.86,5081.3
10,10 to 15,7559.48,6985.47
15,15 to 20,7658.14,7694.26
20,20 to 25,8327.52,8120.78
25,25 to 30,8119.41,7730.55
30,30 to 35,7460.07,6996.09
35,35 to 40,6864.03,6478.26
40,40 to 45,6055.86,5811.48
45,45 to 50,5385.97,5324.99
5,5 to 10,6757.35,6133.7
50,50 to 55,4741.44,4875.73
55,55 to 60,4269.6,4257.65
60,60 to 65,3640.33,3366.09
65,65 to 70,2656.09,2571.46
70,70 to 75,1926.17,2044.9
75,75 to 80,1340.28,1350.28
80,80 and over,1076.29,1107.99
