class,age,male,female
0,0 to 1,2695.24,2403.37
1,1 to 5,10327.18,9192.87
10,10 to 15,14671.86,13756.71
15,15 to 20,14424.32,14817.18
20,20 to 25,14680.21,15128.4
25,25 to 30,14758.1,15127.4
30,30 to 35,13905.02,13744.44
35,35 to 40,12760.25,12740.74
40,40 to 45,11687.24,11716
45,45 to 50,10596.48,10816.38
5,5 to 10,12506.16,11327.34
50,50 to 55,9614.68,10114.29
55,55 to 60,8894.3,8696.69
60,60 to 65,7491.01,7032.81
65,65 to 70,6027.97,5846.09
70,70 to 75,4389.88,4847.87
75,75 to 80,3451.33,3465.29
80,80 and over,2521.63,2681.68
