class,age,male,female
0,0 to 1,2285.95,2150.7
1,1 to 5,8758.94,8226.44
10,10 to 15,9430.21,9017.03
15,15 to 20,7712.29,8214.08
20,20 to 25,7761.66,8410.48
25,25 to 30,8354.78,7890.08
30,30 to 35,7788.07,7531.67
35,35 to 40,7407.98,7508.38
40,40 to 45,6910.91,6968.44
45,45 to 50,6357.1,6109.6
5,5 to 10,10932.61,10711.19
50,50 to 55,5142.28,5057.08
55,55 to 60,4165.23,4342.96
60,60 to 65,3781.74,4640.43
65,65 to 70,2606.2,3127.51
70,70 to 75,1164.25,1627.23
75,75 to 80,492.51,755.9
80,80 and over,354.61,544.84
