class,age,male,female
0,0 to 1,1586.37,1493.48
1,1 to 5,6078.41,5712.57
10,10 to 15,6402.89,5986.03
15,15 to 20,4824.51,5268.14
20,20 to 25,5005.5,5382.51
25,25 to 30,5730.89,5275.06
30,30 to 35,5153.16,4742.66
35,35 to 40,4643.06,4508.42
40,40 to 45,4291.73,3943.69
45,45 to 50,3596.04,3353.09
5,5 to 10,7511.34,7412.1
50,50 to 55,2862.21,2727.63
55,55 to 60,2156.17,2309.85
60,60 to 65,2153.23,2756.9
65,65 to 70,1493.74,1884.76
70,70 to 75,730.25,1069.71
75,75 to 80,330.57,481.03
80,80 and over,256.27,435
