class,age,male,female
0,0 to 1,176.59,155.56
1,1 to 5,676.62,595.03
10,10 to 15,921.8,856.68
15,15 to 20,1030.11,988.29
20,20 to 25,1122.07,1036
25,25 to 30,1129.74,1058.79
30,30 to 35,1076.37,984.87
35,35 to 40,1007.83,924.77
40,40 to 45,913.94,823.72
45,45 to 50,811.51,736.95
5,5 to 10,806.3,718.46
50,50 to 55,687.57,663.01
55,55 to 60,634.71,556.44
60,60 to 65,496.49,449.49
65,65 to 70,377.51,357.91
70,70 to 75,267.21,281.96
75,75 to 80,200.88,198.74
80,80 and over,159.64,168.79
