class,age,male,female
0,0 to 1,609.95,550.92
1,1 to 5,2337.11,2107.26
10,10 to 15,3446.37,3184
15,15 to 20,3532.93,3450.25
20,20 to 25,3961.66,3757.31
25,25 to 30,3899.21,3729.67
30,30 to 35,3689.3,3454.75
35,35 to 40,3501.11,3304.89
40,40 to 45,3206.49,3042.2
45,45 to 50,2874.31,2711.06
5,5 to 10,2946.34,2632
50,50 to 55,2462.79,2413.27
55,55 to 60,2128.72,2051.9
60,60 to 65,1791.82,1651.66
65,65 to 70,1390.13,1369.21
70,70 to 75,988.48,1065.1
75,75 to 80,710.29,723.25
80,80 and over,562.81,608.69
