class,age,male,female
0,0 to 1,1104.58,982.76
1,1 to 5,4232.36,3759.04
10,10 to 15,5590.54,5164.85
15,15 to 20,5666.28,5692.51
20,20 to 25,6165.61,6012.25
25,25 to 30,6011.19,5722.13
30,30 to 35,5521.65,5177.62
35,35 to 40,5080.92,4794.52
40,40 to 45,4481.93,4300.26
45,45 to 50,3985.62,3940.76
5,5 to 10,4998.73,4537.09
50,50 to 55,3507.74,3609.08
55,55 to 60,3161.45,3154.26
60,60 to 65,2697.59,2493.97
65,65 to 70,1966.72,1903.9
70,70 to 75,1425.78,1513.09
75,75 to 80,992.28,999.5
80,80 and over,797.05,819.92
