class,age,male,female
0,0 to 1,1549.17,1367.86
1,1 to 5,5935.86,5232.06
10,10 to 15,7778.19,7189.41
15,15 to 20,7905.33,7877.14
20,20 to 25,8494.6,8284.29
25,25 to 30,8325.62,7941.72
30,30 to 35,7748.49,7263.15
35,35 to 40,7179.84,6714.93
40,40 to 45,6310.11,6029.8
45,45 to 50,5599.59,5496.51
5,5 to 10,6986.26,6324.82
50,50 to 55,4915.29,5052.49
55,55 to 60,4469.87,4411.19
60,60 to 65,3814.5,3521.58
65,65 to 70,2778.62,2660.91
70,70 to 75,1983.86,2076.63
75,75 to 80,1353.15,1350.01
80,80 and over,1085.74,1101.41
