class,age,male,female
0,0 to 1,1570.78,1452.64
1,1 to 5,6018.66,5556.33
10,10 to 15,7271.57,6946.64
15,15 to 20,7368.51,7306.04
20,20 to 25,7118.18,6588.52
25,25 to 30,6826.89,6466.86
30,30 to 35,6698.11,6467.9
35,35 to 40,6539.77,6080.35
40,40 to 45,5875.61,5804.24
45,45 to 50,5283.94,5060.2
5,5 to 10,6773.5,6332.33
50,50 to 55,4601.13,4609.97
55,55 to 60,4142.78,4247.17
60,60 to 65,3871.7,3879.34
65,65 to 70,2799.64,2909.86
70,70 to 75,1742.93,1962.85
75,75 to 80,924.37,1190.17
80,80 and over,822.62,1053.97
