class,age,male,female
0,0 to 1,1375.79,1204.48
1,1 to 5,5271.52,4607.12
10,10 to 15,7546.05,7245.09
15,15 to 20,7425.19,7340.18
20,20 to 25,7352.66,6740.75
25,25 to 30,6905.08,6605.94
30,30 to 35,6442.09,6520.06
35,35 to 40,6123.76,6216.16
40,40 to 45,5674.8,5582.06
45,45 to 50,4997.47,4716.02
5,5 to 10,6806.23,6121.29
50,50 to 55,4170.91,4433.56
55,55 to 60,3718.21,3705.48
60,60 to 65,3202.52,3280.07
65,65 to 70,2386.94,2338.95
70,70 to 75,1631.96,1804.29
75,75 to 80,1009.76,1020.08
80,80 and over,831.7,907.43
