class,age,male,female
0,0 to 1,2157.21,1917.13
1,1 to 5,8265.65,7333.01
10,10 to 15,10946.64,10118.7
15,15 to 20,11200.22,11198.84
20,20 to 25,12184.33,11817.95
25,25 to 30,11919.42,11328.92
30,30 to 35,10994.64,10283.05
35,35 to 40,10137.97,9535.59
40,40 to 45,8968.79,8546.5
45,45 to 50,7973.69,7811.53
5,5 to 10,9769.03,8851.5
50,50 to 55,6988.39,7141.98
55,55 to 60,6316.5,6216.93
60,60 to 65,5340.94,4927.13
65,65 to 70,3910.76,3776.47
70,70 to 75,2827.05,2997.14
75,75 to 80,1982.64,1992.55
80,80 and over,1590.66,1640.56
