class,age,male,female
0,0 to 1,1633.49,1455.66
1,1 to 5,6258.93,5567.89
10,10 to 15,8857.09,8329.55
15,15 to 20,8628.41,8913.75
20,20 to 25,8688.77,9023.4
25,25 to 30,8658.62,8953.74
30,30 to 35,8170.3,8157.57
35,35 to 40,7513.35,7564.3
40,40 to 45,6872.65,6928.46
45,45 to 50,6244.64,6417.49
5,5 to 10,7565.09,6859.78
50,50 to 55,5660.87,5986.34
55,55 to 60,5241.36,5158.72
60,60 to 65,4447.86,4194.71
65,65 to 70,3602.02,3491.34
70,70 to 75,2608.92,2878.07
75,75 to 80,2049.5,2062.19
80,80 and over,1480.93,1585.12
