class,age,male,female
0,0 to 1,2202.56,2116.49
1,1 to 5,8439.43,8095.56
10,10 to 15,9428.06,8991.91
15,15 to 20,7424.45,7578.03
20,20 to 25,7030.71,7603.47
25,25 to 30,7931.66,7366.58
30,30 to 35,7257.03,6990.41
35,35 to 40,7006.08,6685.71
40,40 to 45,6017.88,5840.33
45,45 to 50,5460.38,5311.29
5,5 to 10,10337.39,10120.44
50,50 to 55,4489.43,4377.91
55,55 to 60,3632.24,3844.03
60,60 to 65,3138.88,3523.32
65,65 to 70,2159.49,2590.06
70,70 to 75,1150.35,1556.32
75,75 to 80,541.82,784.36
80,80 and over,424.17,628.14
