class,age,male,female
0,0 to 1,905.24,774.68
1,1 to 5,3468.57,2963.13
10,10 to 15,4701.76,4330.81
15,15 to 20,4544.85,4501.63
20,20 to 25,4736.12,4589.99
25,25 to 30,4656.01,4367.1
30,30 to 35,4618.54,4285.52
35,35 to 40,4309.62,3930.47
40,40 to 45,3779.82,3496.22
45,45 to 50,3317.16,3000.76
5,5 to 10,4120.55,3612.39
50,50 to 55,2801.42,2691.03
55,55 to 60,2521.47,2259.86
60,60 to 65,2079.8,1929.78
65,65 to 70,1490.96,1336.8
70,70 to 75,995.92,955.59
75,75 to 80,573.91,555.49
80,80 and over,518.85,481.18
