class,age,male,female
0,0 to 1,416.64,376.1
1,1 to 5,1596.41,1438.57
10,10 to 15,2350.08,2169.1
15,15 to 20,2415.2,2354.04
20,20 to 25,2707.71,2565.33
25,25 to 30,2663.3,2548.1
30,30 to 35,2523.22,2361.57
35,35 to 40,2393.38,2257.77
40,40 to 45,2189.55,2074.9
45,45 to 50,1961.7,1848.59
5,5 to 10,2012.5,1797.51
50,50 to 55,1680.57,1644.88
55,55 to 60,1454.17,1397.86
60,60 to 65,1220.16,1123.06
65,65 to 70,944.96,928.14
70,70 to 75,670.8,721.64
75,75 to 80,481.45,489.93
80,80 and over,382.5,413.33
