class,age,male,female
0,0 to 1,487.17,440.07
1,1 to 5,1866.67,1683.25
10,10 to 15,2753.44,2543.77
15,15 to 20,2821.72,2755.87
20,20 to 25,3164.48,3001.54
25,25 to 30,3114.33,2979.15
30,30 to 35,2946.6,2759.51
35,35 to 40,2796.44,2639.98
40,40 to 45,2561.21,2430.43
45,45 to 50,2295.95,2165.85
5,5 to 10,2353.76,2102.66
50,50 to 55,1967.32,1927.88
55,55 to 60,1700.04,1639.26
60,60 to 65,1431.37,1319.49
65,65 to 70,1110.57,1094
70,70 to 75,789.7,850.98
75,75 to 80,567.37,577.78
80,80 and over,449.55,486.25
