class,age,male,female
0,0 to 1,934.87,870.71
1,1 to 5,3582.07,3330.48
10,10 to 15,4322.89,4093.57
15,15 to 20,3603.27,3794.44
20,20 to 25,3460.6,3752.21
25,25 to 30,3646.28,3579.25
30,30 to 35,3359.53,3426.12
35,35 to 40,3259.88,3377.14
40,40 to 45,3048.5,3144.93
45,45 to 50,2711.99,2712.79
5,5 to 10,4990.61,4694.84
50,50 to 55,2222.7,2347.42
55,55 to 60,1697.84,1871.92
60,60 to 65,1412.09,1958.4
65,65 to 70,1007.15,1401.71
70,70 to 75,476.85,790.71
75,75 to 80,198.84,332.41
80,80 and over,161.58,272.19
