class,age,male,female
0,0 to 1,884.46,817.94
1,1 to 5,3388.95,3128.62
10,10 to 15,4092.77,3909.97
15,15 to 20,4145.18,4109.75
20,20 to 25,4003.76,3705.63
25,25 to 30,3839.84,3637.94
30,30 to 35,3767.65,3638.85
35,35 to 40,3678.99,3420.54
40,40 to 45,3305.3,3265.32
45,45 to 50,2972.54,2846.64
5,5 to 10,3814.23,3565.96
50,50 to 55,2588.35,2593.21
55,55 to 60,2330.48,2389.87
60,60 to 65,2178.95,2183.48
65,65 to 70,1575.32,1637.38
70,70 to 75,980.47,1104.34
75,75 to 80,519.95,669.62
80,80 and over,462.81,593.26
