class,age,male,female
0,0 to 1,1192.17,1010.78
1,1 to 5,4567.95,3866.22
10,10 to 15,5795.96,5366.04
15,15 to 20,5991.11,5727.53
20,20 to 25,6051.26,5888.17
25,25 to 30,6076.05,5856.44
30,30 to 35,6030.1,5644.27
35,35 to 40,5772.03,5177.54
40,40 to 45,4982.95,4664.52
45,45 to 50,4371.13,4148.09
5,5 to 10,5283,4710.51
50,50 to 55,3796.62,3884.66
55,55 to 60,3603.95,3380.22
60,60 to 65,3082.22,2820.31
65,65 to 70,2241.74,2038.2
70,70 to 75,1498.83,1454.76
75,75 to 80,923.49,867.32
80,80 and over,737.92,686.31
