class,age,male,female
0,0 to 1,1574.76,1390.93
1,1 to 5,6033.92,5320.3
10,10 to 15,8314.14,7428.37
15,15 to 20,9372.93,8556.5
20,20 to 25,10402.33,9498.72
25,25 to 30,10050.47,9664.55
30,30 to 35,9927.66,9118.01
35,35 to 40,9266.37,8534.9
40,40 to 45,8174.37,7402.17
45,45 to 50,7193.09,6542.82
5,5 to 10,7549.19,6706.6
50,50 to 55,6120.99,5750.04
55,55 to 60,5528.81,4792.81
60,60 to 65,4131.63,3593.49
65,65 to 70,2990.3,2606.26
70,70 to 75,1983.97,1987.18
75,75 to 80,1363.88,1345.37
80,80 and over,1208.52,1258.92
