class,age,male,female
0,0 to 1,1705.03,1557.42
1,1 to 5,6533.06,5957.13
10,10 to 15,8556.93,8165.62
15,15 to 20,8708.05,8426.31
20,20 to 25,8883.38,8568.73
25,25 to 30,8773.42,8268.8
30,30 to 35,8226.76,7920.67
35,35 to 40,7944.36,7390.26
40,40 to 45,7039.4,6801.35
45,45 to 50,6458.31,5915.75
5,5 to 10,8105.33,7493.37
50,50 to 55,5163.77,5096.43
55,55 to 60,4586.31,4095.97
60,60 to 65,3337.23,3427.1
65,65 to 70,2424.19,2512.91
70,70 to 75,1484.94,1599.08
75,75 to 80,807.76,924.69
80,80 and over,639.24,715.49
