class,age,male,female
0,0 to 1,3130.9,2739.05
1,1 to 5,11996.48,10476.84
10,10 to 15,17191.97,16505.61
15,15 to 20,16949.55,16743.95
20,20 to 25,16783.05,15362.27
25,25 to 30,15748.92,15062.79
30,30 to 35,14698.37,14878.37
35,35 to 40,13970.68,14181.05
40,40 to 45,12943.91,12728.71
45,45 to 50,11397.76,10752.91
5,5 to 10,15481.94,13916.1
50,50 to 55,9512.58,10111.64
55,55 to 60,8481.15,8445.5
60,60 to 65,7293.22,7468.18
65,65 to 70,5446.32,5333.53
70,70 to 75,3731.47,4120.26
75,75 to 80,2310.42,2330.61
80,80 and over,1904.34,2074.65
