class,age,male,female
0,0 to 1,858.49,780.51
1,1 to 5,3289.41,2985.44
10,10 to 15,4502.18,4202.54
15,15 to 20,4322.02,4192.6
20,20 to 25,4462.12,4226.78
25,25 to 30,4622.5,4388.88
30,30 to 35,4367.4,4010.12
35,35 to 40,3989.24,3694.45
40,40 to 45,3479.26,3291.45
45,45 to 50,3133.66,2952.14
5,5 to 10,4144.18,3809.17
50,50 to 55,2703.55,2636.48
55,55 to 60,2280.55,2127.59
60,60 to 65,1818.76,1741.72
65,65 to 70,1453.34,1377.27
70,70 to 75,963.01,1055.38
75,75 to 80,665.01,690.57
80,80 and over,520.46,591.5
