class,age,male,female
0,0 to 1,1001.16,936.87
1,1 to 5,3836.07,3583.53
10,10 to 15,5015.19,4752.55
15,15 to 20,4435.46,4306.51
20,20 to 25,4227.01,4345.87
25,25 to 30,4327,4212.92
30,30 to 35,4036.19,3961.15
35,35 to 40,3875.26,3869.67
40,40 to 45,3599.76,3678.65
45,45 to 50,3352.21,3281.18
5,5 to 10,5042.4,4643.98
50,50 to 55,2834.07,2944.95
55,55 to 60,2473.05,2414.88
60,60 to 65,1993.94,2021.31
65,65 to 70,1381.17,1416.35
70,70 to 75,790.93,980.07
75,75 to 80,451.36,567.96
80,80 and over,351.8,437.68
