class,age,male,female
0,0 to 1,692.63,629.97
1,1 to 5,2653.92,2409.65
10,10 to 15,3695.15,3488.64
15,15 to 20,3568.89,3616.73
20,20 to 25,3628.31,3555.42
25,25 to 30,3558.75,3459.46
30,30 to 35,3357.25,3185.5
35,35 to 40,3061.35,2941.12
40,40 to 45,2748.89,2687.39
45,45 to 50,2477.19,2431.61
5,5 to 10,3217.03,2938.99
50,50 to 55,2238.4,2176.09
55,55 to 60,1840.8,1731.54
60,60 to 65,1438.92,1355.5
65,65 to 70,1143.99,1117.13
70,70 to 75,858.75,947.58
75,75 to 80,585.2,600.99
80,80 and over,456.77,508.2
