class,age,male,female
0,0 to 1,3132.38,2848.22
1,1 to 5,12002.14,10894.43
10,10 to 15,16341.38,15204.78
15,15 to 20,15649.19,14980.28
20,20 to 25,16219.31,15219.44
25,25 to 30,17059.22,16095.83
30,30 to 35,16122.85,14677.99
35,35 to 40,14738.85,13520.48
40,40 to 45,12758.57,11964.99
45,45 to 50,11492.45,10703.67
5,5 to 10,15291.08,14078.24
50,50 to 55,9782.78,9553.81
55,55 to 60,8315.56,7742.38
60,60 to 65,6669.96,6419.53
65,65 to 70,5331.94,5013.13
70,70 to 75,3399.57,3720.33
75,75 to 80,2355.23,2457.09
80,80 and over,1844.8,2111.8
