class,age,male,female
0,0 to 1,1321.91,1222.48
1,1 to 5,5065.06,4675.97
10,10 to 15,6116.91,5843.71
15,15 to 20,6195.64,6142.67
20,20 to 25,5984.31,5538.57
25,25 to 30,5739.15,5437.36
30,30 to 35,5631.19,5438.63
35,35 to 40,5498.63,5112.33
40,40 to 45,4940.13,4880.37
45,45 to 50,4442.8,4254.6
5,5 to 10,5700.52,5329.48
50,50 to 55,3868.6,3875.86
55,55 to 60,3483.24,3571.97
60,60 to 65,3256.76,3263.5
65,65 to 70,2354.61,2447.33
70,70 to 75,1465.54,1650.61
75,75 to 80,777.18,1000.86
80,80 and over,691.78,886.76
