class,age,male,female
0,0 to 1,1655.47,1530.81
1,1 to 5,6343.14,5855.34
10,10 to 15,7666.73,7325.35
15,15 to 20,7776.24,7710.55
20,20 to 25,7512.43,6948.08
25,25 to 30,7202.92,6815.55
30,30 to 35,7061,6813.39
35,35 to 40,6890.95,6403.4
40,40 to 45,6187.41,6110.23
45,45 to 50,5562.68,5326.47
5,5 to 10,7136.9,6671.56
50,50 to 55,4844.42,4855.99
55,55 to 60,4364.46,4476.04
60,60 to 65,4083.13,4088.72
65,65 to 70,2954.05,3065.21
70,70 to 75,1837.47,2066.99
75,75 to 80,974.6,1252.59
80,80 and over,867.41,1110.06
