class,age,male,female
0,0 to 1,303.99,285.96
1,1 to 5,1164.8,1093.78
10,10 to 15,1217.12,1139.4
15,15 to 20,915.34,998.85
20,20 to 25,949.17,1020.17
25,25 to 30,1089.05,1003.3
30,30 to 35,979.69,901.66
35,35 to 40,881.52,856.38
40,40 to 45,816.49,748.44
45,45 to 50,683.1,635.34
5,5 to 10,1429.27,1414.33
50,50 to 55,545.1,518.19
55,55 to 60,410.96,439.78
60,60 to 65,414.79,530.91
65,65 to 70,288.74,363.08
70,70 to 75,141.17,206.34
75,75 to 80,63.87,92.82
80,80 and over,49.43,83.88
