class,age,male,female
0,0 to 1,865.65,790.21
1,1 to 5,3316.86,3022.57
10,10 to 15,4484.77,4216.31
15,15 to 20,4887.39,4863.99
20,20 to 25,5037.92,4952.46
25,25 to 30,4953.34,4654.15
30,30 to 35,4654.51,4362.12
35,35 to 40,4365.19,4129.39
40,40 to 45,3963.22,3897.21
45,45 to 50,3630.63,3471.7
5,5 to 10,3971.78,3598.74
50,50 to 55,3100.74,3151.75
55,55 to 60,2799.75,2605.6
60,60 to 65,2281.24,2137.5
65,65 to 70,1626.03,1566.72
70,70 to 75,1014.06,1118.55
75,75 to 80,623.02,661.5
80,80 and over,492,567.92
