class,age,male,female
0,0 to 1,2053.57,1972.76
1,1 to 5,7868.56,7545.8
10,10 to 15,8800.2,8393.08
15,15 to 20,6936.7,7077.97
20,20 to 25,6568.02,7096.07
25,25 to 30,7402.64,6877.73
30,30 to 35,6780.43,6534.09
35,35 to 40,6548.63,6248.52
40,40 to 45,5627.17,5461.86
45,45 to 50,5104.09,4964.31
5,5 to 10,9635.68,9429.5
50,50 to 55,4198.6,4096.11
55,55 to 60,3399.63,3598.21
60,60 to 65,2940.89,3297.52
65,65 to 70,2023.36,2423.49
70,70 to 75,1078.96,1458.82
75,75 to 80,509.37,737.24
80,80 and over,399.2,590.3
