class,age,male,female
0,0 to 1,711,622.51
1,1 to 5,2724.31,2381.11
10,10 to 15,3744.69,3355.58
15,15 to 20,4147.77,3789.17
20,20 to 25,4556.98,4142.58
25,25 to 30,4447.66,4251.8
30,30 to 35,4373.17,4025.88
35,35 to 40,4111.16,3767.84
40,40 to 45,3618.72,3268.5
45,45 to 50,3189.43,2899.78
5,5 to 10,3403.9,2997.92
50,50 to 55,2707.92,2581.66
55,55 to 60,2493.04,2185.25
60,60 to 65,1923.82,1674.92
65,65 to 70,1392.56,1218.32
70,70 to 75,927.36,922.75
75,75 to 80,638.92,622.5
80,80 and over,567.03,575.67
