class,age,male,female
0,0 to 1,422.95,397.77
1,1 to 5,1620.6,1521.46
10,10 to 15,1768.41,1687.14
15,15 to 20,1465.08,1550.06
20,20 to 25,1475.75,1586.26
25,25 to 30,1579.24,1495.9
30,30 to 35,1477,1430.92
35,35 to 40,1406.63,1427.36
40,40 to 45,1311.13,1321.31
45,45 to 50,1203.24,1159
5,5 to 10,2026.59,1981.26
50,50 to 55,975.9,967.48
55,55 to 60,792.91,835.02
60,60 to 65,724.42,886.57
65,65 to 70,502,597.73
70,70 to 75,224.88,310.76
75,75 to 80,95.94,144.72
80,80 and over,68.26,105.11
