class,age,male,female
0,0 to 1,224.72,201.34
1,1 to 5,861.06,770.12
10,10 to 15,1258.65,1152.19
15,15 to 20,1329.53,1307.47
20,20 to 25,1459.17,1421.89
25,25 to 30,1549.97,1497.31
30,30 to 35,1446.85,1336.55
35,35 to 40,1311.26,1236.67
40,40 to 45,1209.76,1165.97
45,45 to 50,1081.2,1052.38
5,5 to 10,1057.62,949.02
50,50 to 55,984.56,998.87
55,55 to 60,905.32,846.05
60,60 to 65,724.54,658.7
65,65 to 70,556.33,541.43
70,70 to 75,420.51,467
75,75 to 80,331.56,327.98
80,80 and over,261.1,266.33
