class,age,male,female
0,0 to 1,2431.83,2221.23
1,1 to 5,9317.87,8496.22
10,10 to 15,12518.2,11922.76
15,15 to 20,14144.06,13885.62
20,20 to 25,15636.88,14283.81
25,25 to 30,15174.73,13353.38
30,30 to 35,13902.38,12374.28
35,35 to 40,12711.63,11456.85
40,40 to 45,11116.97,10624.98
45,45 to 50,10063.39,9492.62
5,5 to 10,10809.92,10015.52
50,50 to 55,8496.59,8369.56
55,55 to 60,7673.19,6730.93
60,60 to 65,5798.73,5680.93
65,65 to 70,4383.54,4279.66
70,70 to 75,2670.58,2955.76
75,75 to 80,1656.74,2004.1
80,80 and over,1472.44,1643.95
