class,age,male,female
0,0 to 1,1397.11,1270.64
1,1 to 5,5353.23,4860.18
10,10 to 15,7456.77,7040.13
15,15 to 20,7202.69,7299.28
20,20 to 25,7322.45,7174.44
25,25 to 30,7180.98,6981
30,30 to 35,6774.3,6428.05
35,35 to 40,6177.11,5934.87
40,40 to 45,5546.6,5422.47
45,45 to 50,4998.12,4906.73
5,5 to 10,6489.28,5927.98
50,50 to 55,4517.17,4391.14
55,55 to 60,3714.33,3493.78
60,60 to 65,2903.22,2734.59
65,65 to 70,2308.95,2254.75
70,70 to 75,1734.05,1913.19
75,75 to 80,1181.99,1213.64
80,80 and over,922.55,1026.37
