class,age,male,female
0,0 to 1,611.75,558.79
1,1 to 5,2344.01,2137.39
10,10 to 15,3069.68,2929.52
15,15 to 20,3122.78,3021.29
20,20 to 25,3185.48,3072.29
25,25 to 30,3146.11,2965.16
30,30 to 35,2950.03,2840.65
35,35 to 40,2849.18,2650.21
40,40 to 45,2524.29,2438.7
45,45 to 50,2315.94,2120.9
5,5 to 10,2908.6,2689.25
50,50 to 55,1851.06,1826.61
55,55 to 60,1643.91,1467.81
60,60 to 65,1195.38,1228.29
65,65 to 70,868.46,900.65
70,70 to 75,531.9,572.7
75,75 to 80,289.1,331.13
80,80 and over,228.79,256.02
