class,age,male,female
0,0 to 1,1517.89,1421.03
1,1 to 5,5816.01,5435.44
10,10 to 15,7780.58,7386.27
15,15 to 20,6829.97,6581.53
20,20 to 25,6414.5,6580.71
25,25 to 30,6530.38,6392.05
30,30 to 35,6069.82,6025.51
35,35 to 40,5879.9,5946.97
40,40 to 45,5495.16,5661.11
45,45 to 50,5128.61,5065.26
5,5 to 10,7783.57,7139.64
50,50 to 55,4351,4550.37
55,55 to 60,3798.23,3725.47
60,60 to 65,3062.15,3119.14
65,65 to 70,2130.11,2203.72
70,70 to 75,1218.56,1521.04
75,75 to 80,696.01,884.78
80,80 and over,539.82,680.03
