class,age,male,female
0,0 to 1,1652.99,1527.66
1,1 to 5,6333.67,5843.28
10,10 to 15,8061.86,7748.98
15,15 to 20,7159.67,7250.67
20,20 to 25,6610.18,6898.41
25,25 to 30,6623.22,6524.64
30,30 to 35,6111.47,6332.08
35,35 to 40,5976.37,6188.48
40,40 to 45,5471.92,5656
45,45 to 50,4884.83,4725.08
5,5 to 10,8520.43,8007.85
50,50 to 55,3902.26,4322.86
55,55 to 60,3324.11,3662.8
60,60 to 65,2931.72,3469.62
65,65 to 70,1909.04,2261.39
70,70 to 75,1117.93,1494.5
75,75 to 80,582.05,740.67
80,80 and over,440.37,619.49
