class,age,male,female
0,0 to 1,340.33,319.06
1,1 to 5,1304.01,1220.41
10,10 to 15,1663.02,1603.98
15,15 to 20,1289.12,1396.22
20,20 to 25,1286.4,1432.87
25,25 to 30,1339.91,1322.53
30,30 to 35,1192.71,1185.12
35,35 to 40,1148.39,1170.36
40,40 to 45,1090.88,1111.6
45,45 to 50,973.14,949.54
5,5 to 10,1758.46,1664.13
50,50 to 55,812.68,863.41
55,55 to 60,713.37,780.89
60,60 to 65,737.5,772.62
65,65 to 70,439.45,465.24
70,70 to 75,218.31,296.56
75,75 to 80,118.17,155.47
80,80 and over,83.19,123.2
