class,age,male,female
0,0 to 1,1168.1,1040.15
1,1 to 5,4475.75,3978.58
10,10 to 15,6276.63,5888.88
15,15 to 20,6184.12,6344.76
20,20 to 25,6307.92,6463.02
25,25 to 30,6274.94,6396.05
30,30 to 35,5907.58,5830.14
35,35 to 40,5439.03,5409.29
40,40 to 45,4953.84,4936.42
45,45 to 50,4484.98,4558.77
5,5 to 10,5392.7,4886.14
50,50 to 55,4037.56,4236.68
55,55 to 60,3727.96,3650.89
60,60 to 65,3150.98,2959.65
65,65 to 70,2518.88,2438.5
70,70 to 75,1822.45,1999.38
75,75 to 80,1414.2,1421.93
80,80 and over,1035.81,1104.23
