class,age,male,female
0,0 to 1,512.54,479.84
1,1 to 5,1963.88,1835.37
10,10 to 15,2627.24,2494.1
15,15 to 20,2306.26,2222.37
20,20 to 25,2165.97,2222.09
25,25 to 30,2205.09,2158.38
30,30 to 35,2049.58,2034.62
35,35 to 40,1985.45,2008.09
40,40 to 45,1855.54,1911.57
45,45 to 50,1731.76,1710.37
5,5 to 10,2628.26,2410.82
50,50 to 55,1469.19,1536.51
55,55 to 60,1282.54,1257.97
60,60 to 65,1033.99,1053.23
65,65 to 70,719.27,744.12
70,70 to 75,411.47,513.6
75,75 to 80,235.02,298.76
80,80 and over,182.28,229.62
