class,age,male,female
0,0 to 1,1850.33,1689.05
1,1 to 5,7089.8,6460.6
10,10 to 15,9588.51,9010.06
15,15 to 20,10434.48,10390.07
20,20 to 25,10724.87,10574.78
25,25 to 30,10550.68,9939.91
30,30 to 35,9924.61,9320.38
35,35 to 40,9317.33,8830.64
40,40 to 45,8471.74,8339.58
45,45 to 50,7764.33,7428.21
5,5 to 10,8499.95,7695.17
50,50 to 55,6633.92,6750.84
55,55 to 60,5989.9,5586.5
60,60 to 65,4893.77,4578.24
65,65 to 70,3480.88,3352.31
70,70 to 75,2172.67,2396.25
75,75 to 80,1334.35,1409.61
80,80 and over,1048.94,1212.43
