class,age,male,female
0,0 to 1,484.44,450.54
1,1 to 5,1856.2,1723.31
10,10 to 15,2321.71,2230.96
15,15 to 20,2038.94,2068.48
20,20 to 25,1854.63,1973.57
25,25 to 30,1877.88,1858.61
30,30 to 35,1732.45,1804.89
35,35 to 40,1703.14,1770.59
40,40 to 45,1554.29,1620.57
45,45 to 50,1390.61,1350.92
5,5 to 10,2511.65,2372.43
50,50 to 55,1100.93,1229.42
55,55 to 60,926.78,1039.49
60,60 to 65,812.7,994.92
65,65 to 70,519.08,643.16
70,70 to 75,294.69,412.52
75,75 to 80,145.28,197.49
80,80 and over,107.36,163.09
