class,age,male,female
0,0 to 1,583.48,533.13
1,1 to 5,2235.68,2039.23
10,10 to 15,2925.17,2790.99
15,15 to 20,2972.46,2876.17
20,20 to 25,3030.49,2924.21
25,25 to 30,2993.64,2821.19
30,30 to 35,2806.47,2702.23
35,35 to 40,2709.85,2521.14
40,40 to 45,2400.94,2320.15
45,45 to 50,2203.1,2017.99
5,5 to 10,2773.34,2564.62
50,50 to 55,1760.78,1738.07
55,55 to 60,1563.42,1396.71
60,60 to 65,1137.08,1169.07
65,65 to 70,825.88,856.84
70,70 to 75,505.27,544.54
75,75 to 80,274.6,314.67
80,80 and over,217.25,243.27
