class,age,male,female
0,0 to 1,1750.63,1650.38
1,1 to 5,6707.8,6312.69
10,10 to 15,8916.34,8412.97
15,15 to 20,7413.4,7460.25
20,20 to 25,6980.26,6938.17
25,25 to 30,7246.28,6875.76
30,30 to 35,6829.94,6878.48
35,35 to 40,6727.64,6505.69
40,40 to 45,5945.78,5644.61
45,45 to 50,5206.25,4931.05
5,5 to 10,7719.82,7300.68
50,50 to 55,4368.22,4539.49
55,55 to 60,4166.96,4196.35
60,60 to 65,4003.01,3736.99
65,65 to 70,2679.04,2541.82
70,70 to 75,1641.3,1744.54
75,75 to 80,854.07,937.5
80,80 and over,683.37,738.19
