class,age,male,female
0,0 to 1,1580.67,1406.37
1,1 to 5,6056.56,5379.38
10,10 to 15,8010.32,7402.91
15,15 to 20,8112.82,8154.61
20,20 to 25,8815.65,8605.89
25,25 to 30,8598.09,8196.93
30,30 to 35,7901.63,7417.89
35,35 to 40,7270.85,6869.2
40,40 to 45,6417.92,6163.56
45,45 to 50,5709.53,5649.46
5,5 to 10,7156.23,6495.23
50,50 to 55,5027.79,5175.85
55,55 to 60,4533.85,4522.32
60,60 to 65,3868.2,3577.65
65,65 to 70,2826.38,2736.18
70,70 to 75,2048.95,2176.31
75,75 to 80,1430.01,1440.38
80,80 and over,1145.81,1179.75
