class,age,male,female
0,0 to 1,1423.12,1186.51
1,1 to 5,5452.9,4538.39
10,10 to 15,7431.42,6740.12
15,15 to 20,7377.05,6735.77
20,20 to 25,7607.49,6703.68
25,25 to 30,7892.38,7290.68
30,30 to 35,7561.33,7080.13
35,35 to 40,7446.18,6623.99
40,40 to 45,6446.16,5747.2
45,45 to 50,5736.56,5212.89
5,5 to 10,6814.47,5709.44
50,50 to 55,4806.34,5003.77
55,55 to 60,4934.44,4610.28
60,60 to 65,4483.65,3910.27
65,65 to 70,3235.31,2862.46
70,70 to 75,2178.58,2092.24
75,75 to 80,1498.36,1377.69
80,80 and over,1354.65,1212.86
