class,age,male,female
0,0 to 1,850.96,796.61
1,1 to 5,3260.56,3047.05
10,10 to 15,4361.57,4140.28
15,15 to 20,3829.39,3689.74
20,20 to 25,3596.79,3689.7
25,25 to 30,3661.82,3584.07
30,30 to 35,3403.73,3378.53
35,35 to 40,3296.98,3334.2
40,40 to 45,3080.98,3173.71
45,45 to 50,2875.34,2839.64
5,5 to 10,4363.14,4002.08
50,50 to 55,2439.33,2550.95
55,55 to 60,2129.49,2088.52
60,60 to 65,1716.64,1748.64
65,65 to 70,1194.26,1235.49
70,70 to 75,683.18,852.63
75,75 to 80,390.22,496
80,80 and over,302.59,381.24
