class,age,male,female
0,0 to 1,907.02,824.9
1,1 to 5,3475.37,3155.26
10,10 to 15,4838.55,4566.79
15,15 to 20,4672.88,4730.01
20,20 to 25,4752.59,4652.27
25,25 to 30,4668.09,4534.98
30,30 to 35,4403.92,4174.86
35,35 to 40,4015.89,3854.32
40,40 to 45,3602.95,3519.07
45,45 to 50,3246.63,3183.58
5,5 to 10,4217.52,3853.43
50,50 to 55,2930.4,2848.9
55,55 to 60,2411.29,2267.6
60,60 to 65,1885.81,1777.12
65,65 to 70,1499.97,1463.52
70,70 to 75,1122.68,1238.46
75,75 to 80,765.5,786.24
80,80 and over,597.53,665.13
