class,age,male,female
0,0 to 1,710.64,641.91
1,1 to 5,2722.9,2455.32
10,10 to 15,4016.38,3710.51
15,15 to 20,4116.11,4020.08
20,20 to 25,4616,4378.46
25,25 to 30,4543.24,4346.09
30,30 to 35,4298.48,4025.49
35,35 to 40,4079.21,3850.99
40,40 to 45,3736.11,3545.41
45,45 to 50,3349.16,3159.49
5,5 to 10,3433.31,3067.06
50,50 to 55,2869.98,2812.56
55,55 to 60,2480.26,2391.49
60,60 to 65,2088.16,1924.91
65,65 to 70,1620.13,1595.94
70,70 to 75,1152.13,1241.58
75,75 to 80,827.86,843.02
80,80 and over,655.95,709.43
