class,age,male,female
0,0 to 1,583.6,491.9
1,1 to 5,2236.16,1881.52
10,10 to 15,2845.47,2633.08
15,15 to 20,2960.57,2820.4
20,20 to 25,2984.23,2895.58
25,25 to 30,2992.53,2888.16
30,30 to 35,2977.93,2788.74
35,35 to 40,2857.52,2556.84
40,40 to 45,2461.31,2299.46
45,45 to 50,2154.26,2046.86
5,5 to 10,2579.66,2293.56
50,50 to 55,1875.56,1922.61
55,55 to 60,1789.13,1677.31
60,60 to 65,1534.46,1399.53
65,65 to 70,1119.1,1014.61
70,70 to 75,751.24,723.84
75,75 to 80,463.84,432
80,80 and over,369.89,341.34
