class,age,male,female
0,0 to 1,1244.77,1156.72
1,1 to 5,4769.5,4424.45
10,10 to 15,5948.69,5665.78
15,15 to 20,5031.85,5021.64
20,20 to 25,4766.52,4766.18
25,25 to 30,4947.48,4727.64
30,30 to 35,4963.72,4938.91
35,35 to 40,4964.59,4699.17
40,40 to 45,4432.93,4366.04
45,45 to 50,3943.04,3839.49
5,5 to 10,5784.57,5390.09
50,50 to 55,3400.97,3431.52
55,55 to 60,2911.23,3106.28
60,60 to 65,2705.73,2792.24
65,65 to 70,1822.25,1978.2
70,70 to 75,1037.3,1346.06
75,75 to 80,551.91,791.85
80,80 and over,459.27,624
