class,age,male,female
0,0 to 1,567.11,528.19
1,1 to 5,2172.94,2020.33
10,10 to 15,2622.22,2483.07
15,15 to 20,2185.56,2301.63
20,20 to 25,2099.17,2276.11
25,25 to 30,2211.91,2171.23
30,30 to 35,2037.96,2078.3
35,35 to 40,1977.48,2048.6
40,40 to 45,1849.31,1907.78
45,45 to 50,1645.16,1645.7
5,5 to 10,3027.5,2848.06
50,50 to 55,1348.4,1423.97
55,55 to 60,1029.87,1135.44
60,60 to 65,856.48,1188.03
65,65 to 70,610.96,850.42
70,70 to 75,289.2,479.66
75,75 to 80,120.56,201.61
80,80 and over,97.98,165.08
