class,age,male,female
0,0 to 1,1531.38,1416.2
1,1 to 5,5867.7,5416.98
10,10 to 15,7090.01,6773.15
15,15 to 20,7185.41,7124.64
20,20 to 25,6941.57,6425.2
25,25 to 30,6657.59,6306.22
30,30 to 35,6531.91,6307.11
35,35 to 40,6377.32,5929.33
40,40 to 45,5729.68,5660.01
45,45 to 50,5152.67,4934.51
5,5 to 10,6603.55,6173.37
50,50 to 55,4486.84,4495.52
55,55 to 60,4039.87,4141.37
60,60 to 65,3775.08,3782.43
65,65 to 70,2729.88,2837.35
70,70 to 75,1699.6,1914.02
75,75 to 80,901.41,1160.55
80,80 and over,802.15,1027.6
