class,age,male,female
0,0 to 1,479.87,433.06
1,1 to 5,1838.69,1656.46
10,10 to 15,2704.6,2495.39
15,15 to 20,2782.66,2710.01
20,20 to 25,3119.27,2953.92
25,25 to 30,3067.43,2934.93
30,30 to 35,2907.62,2720.69
35,35 to 40,2757.44,2600.42
40,40 to 45,2521.46,2388.14
45,45 to 50,2258.59,2127.47
5,5 to 10,2317.71,2069.97
50,50 to 55,1934.75,1892.76
55,55 to 60,1674.99,1608.16
60,60 to 65,1403.53,1291.05
65,65 to 70,1086.19,1065.6
70,70 to 75,770.53,828.37
75,75 to 80,552.8,562.38
80,80 and over,439.66,474.92
